Player,Driving_Rank,Average_Drive_Distance,Year,Percent_Fairway_Hit,Percent_Greens_Hit,Top_10's,Percent_BreakPar_Rank,Avg_Score_Rank,Money_Rank,Percent_Par3_Bird,Percent_Par4_Bird,Percent_Par5_Bird,Avg_scoreB4cut,Masters_Top_10,Masters_Top_25
Peter Hanson,152.0,281.9,2014,59.09,71.53,,180.0,152.0,143.0,19.12,13.75,25.0,72.2,0.0,0.0
Kevin Kisner,152.0,281.9,2014,59.65,68.77,,109.0,94.0,163.0,11.76,17.14,36.72,71.27,,
Daniel Summerhays,155.0,281.3,2014,67.13,66.77,2.0,97.0,39.0,39.0,13.95,15.61,41.18,70.41,,
Blake Adams,155.0,281.3,2014,61.85,64.0,,138.0,132.0,178.0,11.54,13.85,43.02,71.06,,
Scott Langley,157.0,281.1,2014,58.73,63.96,1.0,122.0,70.0,70.0,13.45,16.71,35.29,71.17,,
David Hearn,158.0,280.8,2014,65.85,68.32,2.0,165.0,82.0,77.0,10.36,16.4,32.03,71.0,,
Cameron Tringale,159.0,280.6,2014,62.36,67.91,1.0,102.0,71.0,47.0,13.81,14.5,43.43,70.79,,
D.A. Points,160.0,280.5,2014,62.81,61.41,,161.0,196.0,147.0,16.33,14.4,30.77,72.48,0.0,0.0
K.J. Choi,161.0,280.3,2014,59.3,64.98,1.0,85.0,72.0,54.0,10.22,16.13,44.83,71.58,0.0,0.0
David Lynn,161.0,280.3,2014,50.55,60.47,,176.0,184.0,158.0,11.32,14.81,32.61,71.94,0.0,0.0
Brendon Todd,163.0,280.2,2014,65.46,67.63,2.0,40.0,24.0,50.0,17.67,17.0,43.68,70.1,,
Billy Hurley III,163.0,280.2,2014,67.35,67.62,2.0,173.0,63.0,88.0,12.59,13.61,39.05,71.17,,
Brandt Snedeker,165.0,279.6,2014,65.8,66.5,1.0,97.0,153.0,72.0,17.78,12.46,40.77,71.2,0.0,0.0
Ben Curtis,166.0,279.5,2014,61.51,63.96,,110.0,159.0,133.0,13.02,17.51,34.81,71.44,,
Charlie Wi,167.0,279.3,2014,53.31,60.65,,143.0,114.0,142.0,13.42,15.83,35.0,71.42,,
Freddie Jacobson,168.0,279.0,2014,60.24,64.68,2.0,100.0,44.0,52.0,13.71,17.93,32.88,70.63,,
Troy Merritt,169.0,278.8,2014,55.39,64.12,,194.0,185.0,211.0,8.16,12.94,36.71,72.2,,
Jeff Maggert,170.0,278.7,2014,66.44,64.87,,186.0,157.0,174.0,12.7,14.02,32.69,71.46,,
Jason Bohn,171.0,278.6,2014,65.95,67.72,2.0,38.0,33.0,41.0,12.9,19.22,43.65,70.58,,
William McGirt,172.0,278.4,2014,65.41,67.75,1.0,108.0,40.0,89.0,12.7,16.56,38.67,70.3,,
"Ted Potter, Jr.",172.0,278.4,2014,69.96,67.25,,170.0,116.0,169.0,10.76,13.9,39.02,71.5,,
Tim Wilkinson,174.0,278.3,2014,61.03,62.25,2.0,145.0,99.0,92.0,11.39,13.01,46.51,70.81,,
Graeme McDowell,175.0,278.1,2014,68.1,68.61,5.0,34.0,23.0,26.0,9.88,20.29,43.06,70.73,0.0,0.0
Mark Wilson,175.0,278.1,2014,65.98,63.69,,178.0,123.0,199.0,9.48,15.41,36.14,71.55,,
Bryce Molder,177.0,278.0,2014,59.58,64.36,2.0,117.0,77.0,65.0,10.65,16.23,38.67,70.8,,
Ben Crane,178.0,277.6,2014,66.97,64.03,1.0,138.0,99.0,120.0,12.05,16.9,33.58,70.22,,
Joe Durant,179.0,277.4,2014,73.97,68.25,,192.0,166.0,214.0,11.63,13.12,32.39,72.11,,
David Toms,180.0,276.9,2014,76.27,71.19,1.0,124.0,78.0,139.0,12.61,18.79,29.03,71.53,,
Kevin Na,181.0,276.7,2014,61.27,66.93,4.0,28.0,8.0,17.0,13.71,19.59,45.07,70.08,,
Brian Davis,182.0,276.6,2014,71.05,63.53,,127.0,137.0,107.0,11.64,15.24,40.0,71.73,,
Ken Duke,182.0,276.6,2014,69.67,70.66,,75.0,67.0,110.0,14.56,15.29,44.7,70.38,0.0,0.0
Stuart Appleby,184.0,276.5,2014,57.77,64.25,2.0,48.0,61.0,78.0,13.61,18.31,43.71,70.93,,
Greg Chalmers,185.0,276.3,2014,60.0,61.99,1.0,128.0,118.0,101.0,12.64,15.42,39.86,71.14,,
Woody Austin,185.0,276.3,2014,62.19,60.76,,188.0,177.0,149.0,5.43,12.61,46.23,72.04,,
Jerry Kelly,187.0,276.1,2014,65.39,66.67,3.0,59.0,32.0,46.0,13.25,18.06,40.48,70.65,,
Matteo Manassero,188.0,275.9,2014,60.89,63.89,1.0,55.0,154.0,,13.16,19.57,37.5,71.7,0.0,0.0
Peter Malnati,189.0,275.8,2014,63.47,59.72,,36.0,57.0,152.0,13.27,18.73,44.58,71.56,,
Darren Clarke,190.0,275.5,2014,64.5,60.82,,203.0,203.0,204.0,7.5,10.34,30.51,73.77,0.0,0.0
Stephen Ames,191.0,275.2,2014,66.96,62.79,,189.0,175.0,173.0,15.33,13.16,31.3,71.61,,
Jim Furyk,192.0,274.9,2014,65.82,65.28,2.0,197.0,166.0,60.0,8.24,14.07,26.32,71.64,0.0,1.0
Heath Slocum,193.0,274.5,2014,71.99,67.74,,186.0,96.0,157.0,9.52,15.13,34.74,71.88,,
Justin Leonard,194.0,274.4,2014,65.85,62.2,2.0,105.0,40.0,58.0,14.71,15.55,39.42,69.91,,
Chad Collins,195.0,272.1,2014,57.49,61.24,1.0,134.0,96.0,105.0,14.86,15.6,34.48,71.2,,
D.H. Lee,196.0,271.8,2014,67.18,54.17,,200.0,200.0,203.0,10.26,12.54,25.0,72.5,,
Mike Weir,197.0,271.2,2014,54.47,60.06,,196.0,179.0,195.0,11.18,12.15,34.45,72.24,0.0,0.0
Lee Williams,198.0,271.0,2014,68.27,65.84,,169.0,133.0,193.0,12.61,14.59,32.98,72.0,,
Brian Gay,199.0,270.7,2014,63.0,61.75,1.0,151.0,104.0,75.0,14.35,16.67,29.28,71.31,,
Mark Calcavecchia,200.0,270.4,2014,74.7,66.05,,201.0,154.0,202.0,9.33,13.99,21.43,71.0,,
Tim Clark,201.0,269.9,2014,74.29,65.08,1.0,185.0,85.0,73.0,16.52,15.67,23.6,71.0,0.0,0.0
Paul Goydos,202.0,269.3,2014,70.0,60.13,,202.0,198.0,206.0,9.15,11.76,23.89,72.71,,
Fred Funk,203.0,267.1,2014,76.53,59.26,,204.0,193.0,210.0,7.14,10.57,26.87,71.87,,
José Coceres,204.0,257.5,2014,68.91,63.4,,112.0,112.0,187.0,16.18,16.49,36.0,71.58,,
Dustin Johnson,1.0,318.8,2015,50.54,65.28,4.0,6.0,41.0,5.0,14.81,18.84,52.78,71.77,1.0,1.0
Bubba Watson,2.0,309.0,2015,58.15,64.62,4.0,4.0,3.0,4.0,13.16,17.92,59.72,69.2,0.0,0.0
Tony Finau,3.0,308.7,2015,52.59,67.67,2.0,25.0,53.0,49.0,12.25,18.63,47.06,70.48,,
Brooks Koepka,4.0,307.8,2015,56.35,68.31,3.0,14.0,15.0,14.0,10.19,19.23,51.09,69.71,0.0,0.0
Charlie Beljan,5.0,307.5,2015,62.69,65.94,1.0,111.0,184.0,70.0,11.54,13.59,47.83,72.15,,
Ryan Palmer,6.0,306.1,2015,56.83,69.07,3.0,9.0,6.0,29.0,16.54,18.77,48.11,69.61,0.0,0.0
J.B. Holmes,7.0,305.3,2015,54.71,66.11,4.0,4.0,43.0,3.0,15.29,21.45,46.62,70.09,0.0,0.0
Patrick Rodgers,8.0,305.2,2015,50.9,66.32,,127.0,69.0,,9.09,16.47,42.31,70.82,,
Jason Day,9.0,305.1,2015,54.87,72.22,3.0,1.0,2.0,8.0,17.2,20.72,53.41,69.54,0.0,0.0
Gary Woodland,10.0,305.0,2015,53.8,67.16,2.0,115.0,129.0,33.0,8.7,16.86,41.13,71.85,0.0,0.0
Jason Kokrak,11.0,304.1,2015,55.92,67.19,2.0,35.0,22.0,46.0,9.59,18.38,48.89,70.16,,
Keegan Bradley,12.0,302.8,2015,62.66,66.01,2.0,119.0,101.0,54.0,7.97,15.23,45.24,70.47,0.0,1.0
Daniel Berger,13.0,302.3,2015,60.99,69.5,3.0,23.0,12.0,19.0,12.98,16.51,53.8,69.97,,
Brendan Steele,14.0,302.2,2015,59.25,68.17,2.0,18.0,20.0,35.0,11.34,19.0,48.24,69.48,,
Andrew Loupe,15.0,301.9,2015,49.4,63.58,,152.0,175.0,204.0,17.81,15.34,30.65,71.85,,
Graham DeLaet,16.0,301.6,2015,61.35,66.84,2.0,46.0,78.0,88.0,15.27,13.6,52.63,70.45,,
Jimmy Walker,17.0,301.4,2015,53.82,69.72,5.0,2.0,4.0,1.0,15.92,21.0,54.17,69.52,0.0,0.0
Jhonattan Vegas,18.0,300.5,2015,52.42,63.7,,140.0,160.0,138.0,10.86,15.93,38.78,71.11,,
Aaron Baddeley,19.0,300.4,2015,50.74,63.56,,45.0,36.0,134.0,18.98,13.57,50.88,70.38,,
Morgan Hoffmann,20.0,300.1,2015,48.61,59.5,1.0,56.0,115.0,86.0,8.73,16.46,51.92,71.26,0.0,0.0
John Daly,21.0,299.8,2015,50.4,62.04,1.0,47.0,171.0,183.0,11.84,20.11,36.23,72.21,,
Charles Howell III,21.0,299.8,2015,50.13,69.6,3.0,124.0,46.0,42.0,11.5,14.53,45.16,70.19,,
Justin Thomas,23.0,299.4,2015,55.33,66.44,4.0,16.0,27.0,44.0,11.65,16.73,57.14,69.94,,
Robert Garrigus,24.0,299.3,2015,58.42,62.58,,127.0,177.0,176.0,9.09,14.12,46.72,71.17,,
Sergio Garcia,25.0,298.8,2015,54.46,65.97,2.0,94.0,68.0,37.0,7.29,17.46,44.05,70.42,0.0,1.0
Charl Schwartzel,26.0,298.3,2015,54.22,62.12,,164.0,195.0,147.0,11.36,13.6,41.25,72.42,0.0,0.0
Steven Bowditch,27.0,298.2,2015,52.63,61.84,1.0,102.0,131.0,52.0,10.53,15.78,43.17,71.79,,
Harris English,28.0,298.1,2015,60.03,68.6,3.0,80.0,13.0,26.0,16.32,14.88,44.81,69.81,,
Martin Laird,29.0,297.7,2015,60.94,70.72,3.0,43.0,17.0,40.0,16.88,16.76,41.18,69.05,,
Carlos Ortiz,30.0,297.4,2015,61.82,64.51,1.0,43.0,104.0,69.0,13.93,16.34,46.82,71.34,,
Paul Casey,31.0,297.3,2015,60.05,70.07,3.0,30.0,21.0,25.0,11.2,18.6,47.62,70.11,1.0,1.0
Charley Hoffman,32.0,297.1,2015,58.44,68.56,2.0,28.0,64.0,10.0,13.64,18.42,43.75,70.56,1.0,1.0
Justin Rose,33.0,297.0,2015,50.8,67.59,,152.0,197.0,174.0,13.51,12.09,42.65,71.83,1.0,1.0
Billy Horschel,34.0,296.9,2015,63.81,70.14,1.0,61.0,137.0,57.0,8.98,17.25,44.38,71.12,0.0,0.0
Hudson Swafford,35.0,296.7,2015,63.9,67.53,1.0,22.0,53.0,72.0,20.11,16.56,44.52,71.19,,
Hideki Matsuyama,35.0,296.7,2015,66.49,70.83,5.0,21.0,10.0,13.0,11.25,19.68,44.52,70.32,1.0,1.0
Phil Mickelson,37.0,296.0,2015,56.29,62.96,,15.0,104.0,124.0,11.22,19.11,47.73,70.47,1.0,1.0
Scott Piercy,38.0,295.8,2015,58.47,64.52,3.0,40.0,32.0,24.0,12.36,18.86,44.37,70.7,,
Russell Henley,39.0,295.6,2015,61.88,66.81,3.0,31.0,36.0,30.0,15.38,18.12,45.31,70.05,0.0,1.0
Robert Streb,40.0,295.5,2015,60.19,69.32,5.0,36.0,15.0,12.0,15.56,19.12,40.41,70.23,0.0,0.0
Lucas Glover,41.0,295.3,2015,61.19,71.39,,87.0,135.0,137.0,17.47,14.59,42.65,71.28,,
James Hahn,41.0,295.3,2015,56.37,65.97,1.0,52.0,31.0,16.0,14.72,17.34,42.65,71.0,0.0,0.0
Martin Flores,43.0,295.0,2015,54.95,64.81,,156.0,102.0,156.0,15.22,12.97,41.89,71.1,,
Alex Prugh,44.0,294.9,2015,61.05,70.58,2.0,109.0,82.0,87.0,12.71,11.87,52.56,70.7,,
Kyle Stanley,45.0,294.8,2015,60.76,70.59,,184.0,166.0,200.0,5.8,17.34,31.25,71.62,,
Shawn Stefani,46.0,294.6,2015,61.5,69.44,2.0,10.0,18.0,23.0,14.49,19.05,50.0,69.86,,
Max Homa,46.0,294.6,2015,55.85,62.92,1.0,93.0,137.0,132.0,18.75,14.03,41.61,71.88,,
Louis Oosthuizen,48.0,294.5,2015,58.17,71.11,2.0,105.0,78.0,77.0,4.55,15.82,46.88,71.0,0.0,1.0
Andres Romero,48.0,294.5,2015,50.0,57.78,,200.0,205.0,192.0,10.48,11.36,34.26,73.05,,
Roger Sloan,50.0,294.0,2015,57.46,63.25,,116.0,194.0,210.0,16.04,15.38,38.2,72.3,,
Shane Lowry,51.0,293.9,2015,62.87,64.65,1.0,99.0,165.0,,12.36,12.79,46.59,71.46,0.0,0.0
Davis Love III,51.0,293.9,2015,64.94,67.05,1.0,186.0,154.0,144.0,13.68,16.07,27.0,71.67,,
Ángel Cabrera,53.0,293.8,2015,58.42,67.09,,62.0,135.0,151.0,13.0,15.6,48.84,71.0,,
Lee Westwood,53.0,293.8,2015,59.44,65.17,,29.0,53.0,76.0,12.04,20.83,38.54,70.86,0.0,0.0
Stewart Cink,55.0,293.5,2015,54.16,73.36,,117.0,64.0,164.0,9.32,17.31,41.6,71.09,,
Jordan Spieth,55.0,293.5,2015,60.72,65.69,6.0,7.0,11.0,2.0,16.31,22.74,39.06,69.84,1.0,1.0
Derek Ernst,57.0,293.4,2015,60.98,64.5,,177.0,189.0,169.0,5.92,15.47,41.18,72.45,,
Jim Herman,57.0,293.4,2015,66.33,72.22,1.0,176.0,108.0,110.0,12.07,13.85,38.62,71.13,,
Sam Saunders,59.0,293.3,2015,61.67,65.53,1.0,117.0,128.0,120.0,9.88,15.62,42.66,71.48,,
Ryo Ishikawa,60.0,292.8,2015,51.46,68.02,,74.0,99.0,146.0,9.93,17.8,42.11,71.24,,
Sean O'Hair,60.0,292.8,2015,58.35,63.62,1.0,54.0,52.0,50.0,13.14,18.62,39.73,70.62,,
Rickie Fowler,62.0,292.6,2015,61.64,62.35,1.0,76.0,122.0,71.0,12.5,14.04,50.0,70.71,0.0,1.0
Andres Gonzales,63.0,292.5,2015,57.54,69.7,2.0,76.0,90.0,66.0,12.09,18.38,38.56,70.64,,
Kevin Chappell,64.0,292.4,2015,64.49,64.76,1.0,142.0,139.0,101.0,10.69,17.52,33.33,71.43,,
Trevor Immelman,64.0,292.4,2015,58.31,63.77,,185.0,203.0,211.0,10.53,12.23,38.89,73.26,0.0,0.0
Webb Simpson,66.0,292.3,2015,64.36,70.73,3.0,8.0,1.0,48.0,16.04,17.63,55.95,68.73,0.0,0.0
Carl Pettersson,67.0,292.0,2015,57.12,61.56,,165.0,127.0,157.0,10.95,15.89,36.36,70.94,,
Marc Leishman,67.0,292.0,2015,48.51,63.6,1.0,143.0,120.0,133.0,12.3,14.24,42.16,71.33,,
Johnson Wagner,69.0,291.9,2015,61.79,71.3,1.0,105.0,91.0,59.0,17.53,13.83,42.68,71.47,,
Richard Sterne,70.0,291.8,2015,57.66,64.58,,205.0,204.0,,7.58,9.2,37.29,73.06,,
Hunter Mahan,70.0,291.8,2015,65.34,68.14,1.0,69.0,89.0,62.0,5.67,19.14,41.91,70.68,1.0,1.0
Nick Taylor,72.0,291.4,2015,56.86,65.6,1.0,66.0,71.0,41.0,10.0,17.58,44.72,70.6,,
Tom Hoge,73.0,291.2,2015,55.59,63.41,,58.0,117.0,173.0,15.66,16.4,43.17,71.32,,
Retief Goosen,74.0,291.1,2015,54.81,59.66,2.0,136.0,162.0,74.0,13.22,14.88,38.16,71.16,,
J.J. Henry,75.0,291.0,2015,58.69,69.93,,174.0,102.0,140.0,12.17,12.37,42.59,70.77,,
Matt Jones,76.0,290.9,2015,59.54,63.18,2.0,12.0,56.0,34.0,15.43,17.58,48.15,70.73,,
David Lingmerth,77.0,290.8,2015,63.78,64.9,,99.0,87.0,91.0,13.97,15.4,42.11,70.93,,
Will Wilcox,78.0,290.6,2015,67.99,70.96,1.0,85.0,56.0,129.0,18.28,15.07,38.1,71.23,,
Vijay Singh,79.0,290.4,2015,57.38,63.89,1.0,42.0,66.0,122.0,19.27,15.87,43.18,70.71,0.0,0.0
Rory Sabbatini,79.0,290.4,2015,62.85,70.23,2.0,26.0,9.0,65.0,14.91,19.09,44.26,70.27,,
Michael Putnam,81.0,290.3,2015,60.28,70.77,,110.0,77.0,118.0,16.75,14.16,40.85,69.64,,
Martin Kaymer,82.0,290.2,2015,56.19,58.52,1.0,191.0,198.0,130.0,7.81,16.07,32.14,73.7,0.0,0.0
Scott Stallings,83.0,289.9,2015,56.12,64.55,1.0,125.0,175.0,47.0,10.71,15.28,41.03,72.19,,
Geoff Ogilvy,84.0,289.8,2015,53.17,63.61,,187.0,202.0,171.0,15.79,11.11,39.71,73.17,0.0,0.0
Nick Watney,85.0,289.7,2015,59.66,65.76,2.0,65.0,46.0,21.0,12.29,16.55,45.27,70.29,,
Seung-Yul Noh,86.0,289.6,2015,53.55,64.34,,37.0,156.0,135.0,10.74,17.93,47.22,71.48,0.0,0.0
Patrick Reed,86.0,289.6,2015,52.85,66.95,3.0,17.0,5.0,6.0,17.79,16.22,47.33,69.41,0.0,1.0
Greg Owen,88.0,289.5,2015,59.12,67.74,,195.0,190.0,187.0,10.38,12.64,32.67,72.5,,
Bill Lunde,89.0,289.3,2015,61.1,71.33,,112.0,75.0,189.0,17.48,17.62,30.23,71.22,,
Boo Weekley,89.0,289.3,2015,62.08,66.5,3.0,86.0,72.0,60.0,8.57,14.97,51.69,71.35,,
Byron Smith,89.0,289.3,2015,55.59,67.9,,60.0,124.0,177.0,18.18,14.59,44.21,71.29,,
Sangmoon Bae,89.0,289.3,2015,58.39,65.42,4.0,98.0,81.0,11.0,15.63,15.24,40.71,70.96,0.0,0.0
Scott Pinckney,93.0,289.0,2015,61.37,66.16,2.0,154.0,149.0,95.0,11.05,14.81,40.13,71.3,,
Derek Fathauer,94.0,288.9,2015,51.92,61.6,,156.0,158.0,153.0,11.41,15.22,38.56,71.0,,
Kevin Streelman,94.0,288.9,2015,67.79,70.45,1.0,57.0,62.0,39.0,14.14,18.01,38.37,70.61,0.0,1.0
Carlos Sainz Jr,96.0,288.7,2015,56.21,64.14,1.0,189.0,195.0,179.0,14.44,11.79,37.66,72.85,,
Cameron Percy,96.0,288.7,2015,56.97,67.44,,139.0,153.0,158.0,14.38,15.24,35.94,71.15,,
Camilo Villegas,98.0,288.6,2015,52.3,65.02,,74.0,83.0,119.0,10.42,17.11,47.79,71.18,0.0,0.0
John Senden,99.0,288.5,2015,62.6,67.14,1.0,63.0,146.0,78.0,15.22,15.66,42.97,71.5,0.0,0.0
Michael Thompson,100.0,288.4,2015,53.22,63.25,,71.0,167.0,155.0,13.84,18.25,37.88,71.0,,
Chesson Hadley,100.0,288.4,2015,58.29,63.18,2.0,49.0,164.0,67.0,18.45,18.29,34.22,71.81,,
Steve Wheatcroft,100.0,288.4,2015,64.64,64.69,1.0,55.0,91.0,84.0,14.59,17.7,40.38,70.4,,
Jason Gore,100.0,288.4,2015,63.4,62.41,,166.0,179.0,203.0,15.57,12.14,40.95,71.27,,
Zack Sucher,104.0,288.3,2015,56.98,61.99,,197.0,200.0,229.0,14.29,13.71,26.47,72.18,,
John Rollins,104.0,288.3,2015,55.0,65.22,1.0,39.0,112.0,159.0,14.89,19.41,37.35,71.11,,
Jamie Donaldson,104.0,288.3,2015,56.89,62.27,1.0,193.0,109.0,94.0,10.2,10.4,44.05,71.36,0.0,0.0
Jonathan Byrd,107.0,288.2,2015,67.2,69.14,,94.0,56.0,160.0,8.11,17.09,43.0,71.0,,
George McNeill,108.0,288.0,2015,60.31,62.61,,121.0,95.0,123.0,9.21,16.5,43.33,70.87,,
Chez Reavie,108.0,288.0,2015,70.36,67.66,,122.0,118.0,188.0,15.52,13.94,40.59,71.5,,
Eric Axley,110.0,287.9,2015,54.52,60.49,,166.0,143.0,184.0,14.55,14.59,34.74,71.64,,
Padraig Harrington,110.0,287.9,2015,53.29,61.42,1.0,94.0,169.0,27.0,15.65,16.58,38.02,71.12,0.0,0.0
Kyle Reifers,110.0,287.9,2015,60.41,68.25,1.0,50.0,39.0,61.0,13.0,18.13,42.01,70.75,,
John Peterson,110.0,287.9,2015,67.65,66.78,,137.0,33.0,79.0,12.87,13.98,43.03,69.96,,
Joost Luiten,114.0,287.7,2015,62.16,70.49,,159.0,173.0,,10.61,15.06,39.29,72.7,0.0,0.0
Scott Brown,115.0,287.6,2015,59.11,62.59,2.0,107.0,134.0,108.0,9.24,17.34,40.88,71.44,,
Stuart Appleby,116.0,287.5,2015,56.88,69.08,,33.0,43.0,172.0,9.57,18.7,50.0,70.19,,
Oscar Fraustro,117.0,287.4,2015,62.5,62.59,1.0,87.0,160.0,163.0,16.94,14.33,42.2,71.45,,
Brandt Snedeker,118.0,287.2,2015,61.41,65.76,4.0,72.0,33.0,7.0,12.92,17.24,39.75,70.17,0.0,0.0
Brice Garnett,119.0,287.1,2015,62.78,68.4,1.0,180.0,162.0,121.0,11.96,15.32,32.69,71.87,,
Adam Hadwin,120.0,287.0,2015,63.28,65.58,1.0,145.0,121.0,113.0,11.43,15.6,38.64,71.13,,
Blayne Barber,120.0,287.0,2015,62.85,67.57,2.0,89.0,83.0,90.0,12.44,16.57,42.26,71.09,,
Henrik Stenson,122.0,286.7,2015,70.0,72.92,3.0,19.0,8.0,18.0,14.71,19.23,40.63,69.0,0.0,1.0
Bo Van Pelt,123.0,286.6,2015,58.9,68.27,,91.0,174.0,181.0,15.38,15.42,40.29,71.79,,
Nicholas Thompson,123.0,286.6,2015,67.04,67.95,1.0,83.0,118.0,99.0,18.22,16.61,36.11,71.51,,
Chris Kirk,125.0,286.5,2015,59.78,65.24,2.0,24.0,56.0,56.0,14.84,16.14,50.72,70.83,0.0,0.0
Ben Martin,126.0,286.4,2015,65.96,71.25,2.0,13.0,23.0,15.0,21.15,18.86,41.94,70.92,0.0,0.0
Jonas Blixt,127.0,286.3,2015,58.6,60.39,,76.0,122.0,128.0,13.64,16.62,40.34,70.95,0.0,0.0
Bill Haas,127.0,286.3,2015,59.23,65.87,2.0,172.0,87.0,17.0,6.14,14.48,43.0,70.53,0.0,1.0
Andrew Svoboda,129.0,286.2,2015,61.6,64.95,1.0,148.0,154.0,111.0,14.71,14.73,37.68,71.57,,
Jarrod Lyle,129.0,286.2,2015,60.38,68.42,,182.0,172.0,199.0,9.09,13.02,39.73,72.27,,
Kevin Kisner,131.0,286.0,2015,65.25,65.28,1.0,189.0,95.0,107.0,8.24,14.25,38.78,70.97,,
Troy Merritt,132.0,285.6,2015,62.96,61.65,1.0,169.0,112.0,126.0,12.87,16.23,31.08,71.43,,
Gonzalo Fernandez-Castaño,132.0,285.6,2015,59.78,59.97,,166.0,187.0,185.0,11.25,13.79,41.18,72.0,,
Brendon de Jonge,134.0,285.3,2015,67.44,69.22,3.0,59.0,29.0,28.0,15.53,16.67,41.86,70.52,,
Russell Knox,134.0,285.3,2015,64.8,70.12,2.0,53.0,24.0,32.0,14.59,18.49,39.6,70.37,,
Tyrone Van Aswegen,134.0,285.3,2015,50.9,66.44,,183.0,180.0,225.0,13.27,13.88,33.71,71.5,,
Ernie Els,137.0,285.0,2015,51.2,62.96,,125.0,185.0,161.0,4.6,15.02,48.72,72.13,0.0,1.0
Tom Gillis,138.0,284.8,2015,58.65,62.75,,123.0,147.0,194.0,15.94,14.37,38.1,71.15,,
Spencer Levin,139.0,284.5,2015,69.48,67.73,1.0,188.0,107.0,102.0,10.31,14.11,36.2,71.0,,
Jim Renner,140.0,284.4,2015,52.25,65.71,,204.0,201.0,224.0,7.75,10.57,37.82,72.91,,
Luke Guthrie,140.0,284.4,2015,54.99,62.37,1.0,154.0,169.0,115.0,14.36,15.13,34.84,71.22,,
Erik Compton,140.0,284.4,2015,53.79,62.28,1.0,102.0,104.0,143.0,13.46,17.59,36.15,70.88,0.0,0.0
Ian Poulter,143.0,284.0,2015,63.51,68.38,2.0,69.0,56.0,53.0,9.73,17.58,43.0,69.8,1.0,1.0
Brian Harman,143.0,284.0,2015,62.45,63.43,,127.0,95.0,109.0,8.45,15.74,46.43,71.46,0.0,0.0
Jonathan Randolph,145.0,283.8,2015,53.31,60.36,,175.0,139.0,180.0,9.87,14.03,40.31,71.5,,
Justin Hicks,146.0,283.7,2015,70.47,67.2,,203.0,193.0,205.0,10.94,11.42,33.96,72.39,,
Matt Kuchar,147.0,283.5,2015,60.04,65.42,2.0,31.0,13.0,31.0,12.96,18.75,43.66,69.29,0.0,0.0
Matt Every,148.0,283.4,2015,53.08,59.01,1.0,143.0,192.0,20.0,10.96,16.24,36.36,72.38,0.0,0.0
Jeff Overton,149.0,283.3,2015,58.26,65.39,1.0,84.0,62.0,105.0,14.65,16.4,41.88,70.45,,
Whee Kim,150.0,282.9,2015,58.97,67.53,,41.0,93.0,167.0,12.31,19.45,39.32,70.86,,
Will MacKenzie,151.0,282.7,2015,68.04,69.05,3.0,92.0,100.0,51.0,10.34,17.81,40.63,70.69,,
Daniel Summerhays,151.0,282.7,2015,62.91,67.09,2.0,82.0,19.0,55.0,12.84,17.65,40.57,69.7,,
Alex Cejka,153.0,282.3,2015,62.4,65.4,1.0,64.0,48.0,38.0,13.11,17.58,40.91,70.13,,
Danny Lee,154.0,281.7,2015,59.5,63.03,2.0,76.0,83.0,45.0,18.6,14.39,41.94,70.57,,
Robert Allenby,155.0,281.6,2015,66.03,70.1,1.0,178.0,181.0,152.0,9.42,14.75,39.81,72.58,,
Pat Perez,156.0,281.5,2015,65.05,65.1,1.0,33.0,70.0,58.0,16.04,18.45,40.24,70.43,,
Vaughn Taylor,157.0,281.2,2015,65.02,67.01,1.0,3.0,36.0,142.0,23.08,19.63,46.67,69.89,,
William McGirt,157.0,281.2,2015,67.45,68.93,1.0,89.0,26.0,81.0,14.5,14.01,49.07,70.1,,
Chad Campbell,159.0,281.1,2015,65.39,67.97,,181.0,124.0,148.0,12.95,12.5,40.76,71.23,,
Steven Alker,159.0,281.1,2015,75.73,66.87,,161.0,78.0,197.0,13.51,13.43,41.3,70.86,,
Sung Joon Park,161.0,280.9,2015,66.67,64.78,1.0,192.0,115.0,80.0,10.77,12.68,38.89,71.1,,
Chris Stroud,161.0,280.9,2015,61.89,64.33,,133.0,158.0,149.0,15.58,14.5,37.23,72.0,,
Cameron Tringale,163.0,280.8,2015,64.42,61.84,1.0,132.0,112.0,75.0,13.16,14.64,40.63,71.04,0.0,0.0
Greg Chalmers,163.0,280.8,2015,60.45,61.97,,134.0,141.0,162.0,13.76,16.6,32.0,71.2,,
John Merrick,165.0,280.5,2015,67.05,66.81,,151.0,168.0,166.0,13.46,15.09,35.77,72.07,,
Fabián Gómez,166.0,280.3,2015,66.02,65.58,1.0,50.0,67.0,114.0,13.77,17.09,44.93,70.42,,
D.A. Points,167.0,280.2,2015,60.15,63.45,,170.0,131.0,150.0,9.55,15.33,38.76,71.7,,
Andrew Putnam,168.0,280.1,2015,55.8,60.45,,73.0,156.0,145.0,16.47,17.3,37.59,70.96,,
John Huh,169.0,279.6,2015,69.5,63.99,,138.0,73.0,96.0,13.42,15.73,36.46,70.85,,
David Hearn,169.0,279.6,2015,60.12,67.38,1.0,66.0,76.0,83.0,18.04,17.66,34.55,71.1,,
Scott Langley,171.0,279.5,2015,58.69,60.98,,127.0,131.0,141.0,12.09,14.9,42.86,71.25,,
Woody Austin,172.0,279.4,2015,58.76,59.79,,202.0,199.0,230.0,8.05,14.35,28.0,72.84,,
